Accn	Pfam	Pfam_desc	CDD	CDD_desc	InterPro	InterPro_desc	GO	KEGG	EC	TIGRFAM	TIGRFAM_desc	HAMAP	HAMAP_desc	CAZy
NODE_1_length_391493_cov_8.91921_64613_66226_-	PF00117;PF06418	Glutamine amidotransferase class-I;CTP synthase N-terminus			IPR004468;IPR017926;IPR017456	CTP synthase;Glutamine amidotransferase;CTP synthase, N-terminal	GO:0003883;GO:0006221	ko00240	6.3.4.2	TIGR00337	PyrG: CTP synthase	MF_01227	CTP synthase [pyrG].	
NODE_1_length_391493_cov_8.91921_66286_67415_-	PF03576	Peptidase family S58			IPR005321	Peptidase S58, DmpA								
NODE_1_length_391493_cov_8.91921_67437_67859_-	PF03479	Plants and Prokaryotes Conserved (PCC) domain			IPR005175	PPC domain								
NODE_1_length_391493_cov_8.91921_6752_7651_+	PF03161	LAGLIDADG DNA endonuclease family			IPR004860	Homing endonuclease, LAGLIDADG	GO:0004519							
NODE_1_length_391493_cov_8.91921_68347_69505_+	PF00291	Pyridoxal-phosphate dependent enzyme			IPR001926	Pyridoxal-phosphate dependent enzyme								
NODE_1_length_391493_cov_8.91921_70173_71567_-	PF00474	Sodium:solute symporter family			IPR001734	Sodium/solute symporter	GO:0016020;GO:0022857;GO:0055085							
NODE_1_length_391493_cov_8.91921_72316_73188_-	PF02588;PF10035	Uncharacterised 5xTM membrane BCR, YitT family COG1284;Uncharacterized protein conserved in bacteria (DUF2179)			IPR003740;IPR019264	Uncharacterised membrane protein YitT;Domain of unknown function DUF2179								
NODE_1_length_391493_cov_8.91921_73262_73927_-	PF09335	SNARE associated Golgi protein			IPR032816	SNARE associated Golgi protein								
NODE_1_length_391493_cov_8.91921_73940_75874_-	PF02754;PF09335	Cysteine-rich domain;SNARE associated Golgi protein			IPR004017;IPR032816	Cysteine-rich domain;SNARE associated Golgi protein								
NODE_1_length_391493_cov_8.91921_76017_78365_-	PF00535;PF01636;PF09837	Glycosyl transferase family 2;Phosphotransferase enzyme family;Uncharacterized protein conserved in bacteria (DUF2064)			IPR001173;IPR026461;IPR002575;IPR018641	Glycosyltransferase 2-like;Transferase 2, rSAM/selenodomain-associated;Aminoglycoside phosphotransferase;Transferase 1, rSAM/selenodomain-associated				TIGR04282;TIGR04283	glyco_like_cofC: transferase 1, rSAM/selenodomain-associated;glyco_like_mftF: transferase 2, rSAM/selenodomain-associated			GT2_Glycos_transf_2
NODE_1_length_391493_cov_8.91921_78369_82415_-	PF00005;PF13416;PF00528;PF08402	ABC transporter;Bacterial extracellular solute-binding protein;Binding-protein-dependent transport system inner membrane component;TOBE domain			IPR003439;IPR006059;IPR000515;IPR013611	ABC transporter-like;Bacterial extracellular solute-binding protein;ABC transporter type 1, transmembrane domain MetI-like;Transport-associated OB, type 2	GO:0005524;GO:0055085;GO:0022857;GO:0043190;GO:0016887;GO:0016020							
NODE_1_length_391493_cov_8.91921_8230_9045_-	PF00669;PF00700	Bacterial flagellin N-terminal helical region;Bacterial flagellin C-terminal helical region			IPR001029	Flagellin, D0/D1 domain	GO:0005198;GO:0071973							
NODE_1_length_391493_cov_8.91921_82521_83462_+	PF01156	Inosine-uridine preferring nucleoside hydrolase			IPR001910	Inosine/uridine-preferring nucleoside hydrolase domain								
NODE_1_length_391493_cov_8.91921_85122_85592_-	PF00702	haloacid dehalogenase-like hydrolase												
NODE_1_length_391493_cov_8.91921_85613_86356_-	PF00005	ABC transporter			IPR003439	ABC transporter-like	GO:0005524;GO:0016887							
NODE_1_length_391493_cov_8.91921_86357_87193_-	PF00528	Binding-protein-dependent transport system inner membrane component			IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020;GO:0055085							
NODE_1_length_391493_cov_8.91921_87214_88035_-	PF00528	Binding-protein-dependent transport system inner membrane component			IPR000515;IPR011864	ABC transporter type 1, transmembrane domain MetI-like;Phosphate ABC transporter, permease protein PstC	GO:0016020;GO:0006817;GO:0016021;GO:0055085;GO:0005315			TIGR02138	phosphate_pstC: phosphate ABC transporter, permease protein PstC			
NODE_1_length_391493_cov_8.91921_88119_89048_-	PF12849	PBP superfamily domain			IPR024370	PBP domain								
NODE_1_length_391493_cov_8.91921_89910_92022_+	PF02086	D12 class N6 adenine-specific DNA methyltransferase			IPR012327	D12 class N6 adenine-specific DNA methyltransferase	GO:0009007;GO:0032775			TIGR00571	dam: DNA adenine methylase			
NODE_1_length_391493_cov_8.91921_9094_10665_-	PF00072;PF01966;PF11849	Response regulator receiver domain;HD domain;Domain of unknown function (DUF3369)			IPR001789;IPR006674;IPR021800	Signal transduction response regulator, receiver domain;HD domain;Domain of unknown function DUF3369	GO:0000160							
NODE_1_length_391493_cov_8.91921_92252_93451_-	PF00465	Iron-containing alcohol dehydrogenase			IPR001670	Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA	GO:0016491;GO:0046872;GO:0055114							
NODE_1_length_391493_cov_8.91921_93548_95877_-	PF08902	Domain of unknown function (DUF1848)			IPR014998	Protein of unknown function DUF1848								
NODE_1_length_391493_cov_8.91921_97697_98836_-	PF14088	Domain of unknown function (DUF4268)			IPR025364	Domain of unknown function DUF4268								
NODE_1_length_391493_cov_8.91921_98875_99705_-	PF14267	Domain of unknown function (DUF4357)			IPR025579	Domain of unknown function DUF4357								
NODE_1_length_391493_cov_8.91921_99752_100382_-	PF05362	Lon protease (S16) C-terminal proteolytic domain			IPR008269	Peptidase S16, Lon proteolytic domain	GO:0004176;GO:0004252;GO:0006508							
NODE_2002_length_250_cov_0.82659_1_250_-	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family			IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase								
NODE_2004_length_250_cov_1.24277_1_250_+	PF14010	Phosphoenolpyruvate carboxylase			IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0006099;GO:0008964;GO:0015977	ko00720;ko00710;ko00620;ko00680	4.1.1.31					
NODE_2006_length_250_cov_2.97688_1_250_+	PF00004	ATPase family associated with various cellular activities (AAA)			IPR003959	ATPase, AAA-type, core	GO:0005524							
NODE_2007_length_249_cov_0.843023_1_249_+	PF04464	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase			IPR007554	CDP-glycerol glycerophosphotransferase	GO:0016020;GO:0047355							
NODE_2009_length_249_cov_0.854651_1_249_+	PF10576	Iron-sulfur binding domain of endonuclease III			IPR003651	Endonuclease III-like, iron-sulphur cluster loop motif	GO:0051539							
NODE_200_length_7444_cov_1.70191_1991_2290_+	PF05239	PRC-barrel domain			IPR027275	PRC-barrel domain								
NODE_200_length_7444_cov_1.70191_1_1947_-	PF00571;PF02163;PF04055	CBS domain;Peptidase family M50;Radical SAM superfamily			IPR000644;IPR034687;IPR008915;IPR007197	CBS domain;Elongator complex protein 3-like;Peptidase M50;Radical SAM	GO:0004222;GO:0051536;GO:0006508;GO:0003824			TIGR01211	ELP3: radical SAM enzyme/protein acetyltransferase, ELP3 family			
NODE_200_length_7444_cov_1.70191_2303_2602_+	PF09871	Uncharacterized protein conserved in archaea (DUF2098)			IPR019209	Protein of unknown function DUF2098								
NODE_200_length_7444_cov_1.70191_2692_3486_+	PF03729	Short repeat of unknown function (DUF308)			IPR005325	Protein of unknown function DUF308, membrane								
NODE_200_length_7444_cov_1.70191_3872_6309_-	PF00271;PF09888	Helicase conserved C-terminal domain;Uncharacterized protein conserved in archaea (DUF2115)			IPR019215;IPR001650	Protein of unknown function DUF2115;Helicase, C-terminal						MF_00763	UPF0305 protein <locus_tag>.	
NODE_200_length_7444_cov_1.70191_6321_6791_-	PF01967	MoaC family			IPR023047;IPR002820;IPR023045	Probable cyclic pyranopterin monophosphate synthase accessory protein, archaea;Molybdopterin cofactor biosynthesis C (MoaC) domain;Molybdenum cofactor biosynthesis C	GO:0006777	ko00790	4.6.1.17	TIGR00581	moaC: molybdenum cofactor biosynthesis protein C	MF_01224_A	Cyclic pyranopterin monophosphate synthase [moaC].	
NODE_200_length_7444_cov_1.70191_6881_7444_-	PF01888	CbiD			IPR002748	Cobalt-precorrin-5B C(1)-methyltransferase CbiD	GO:0008168;GO:0009236	ko00860	2.1.1.195	TIGR00312	cbiD: cobalamin biosynthesis protein CbiD			
NODE_2015_length_249_cov_1.1686_1_249_-	PF01050	Mannose-6-phosphate isomerase			IPR001538	Mannose-6-phosphate isomerase, type II, C-terminal	GO:0005976;GO:0016779	ko00051;ko00520	2.7.7.13					
NODE_2018_length_248_cov_1.33918_1_248_+	PF02254	TrkA-N domain			IPR003148	Regulator of K+ conductance, N-terminal	GO:0006813							
NODE_201_length_7282_cov_54.5574_2591_6553_-	PF01833;PF07833;PF12385	IPT/TIG domain;Copper amine oxidase N-terminal domain;Papain-like cysteine protease AvrRpt2			IPR002909;IPR012854;IPR022118	IPT domain;Copper amine oxidase-like, N-terminal;Peptidase C70, AvrRpt2								CBM66
NODE_201_length_7282_cov_54.5574_6973_7282_+	PF03479	Plants and Prokaryotes Conserved (PCC) domain			IPR005175	PPC domain								
NODE_2024_length_246_cov_0.95858_1_246_+	PF00291	Pyridoxal-phosphate dependent enzyme			IPR001926	Pyridoxal-phosphate dependent enzyme								
NODE_2025_length_245_cov_0.845238_1_245_+	PF02384	N-6 DNA Methylase			IPR003356	DNA methylase, adenine-specific	GO:0003677;GO:0006306;GO:0008170							
NODE_2026_length_245_cov_1.15476_1_245_-	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)			IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	GO:0006418;GO:0005524;GO:0000166;GO:0004812							
NODE_2027_length_245_cov_0.833333_1_245_+	PF02126	Phosphotriesterase family			IPR001559	Phosphotriesterase	GO:0008270;GO:0009056							
NODE_202_length_7261_cov_123.785_212_2303_-	PF00586;PF02769;PF04055	AIR synthase related protein, N-terminal domain;AIR synthase related protein, C-terminal domain;Radical SAM superfamily			IPR016188;IPR010918;IPR007197	PurM-like, N-terminal domain;PurM-like, C-terminal domain;Radical SAM	GO:0003824;GO:0051536							
NODE_202_length_7261_cov_123.785_3670_4747_-	PF03816	Cell envelope-related transcriptional attenuator domain			IPR004474	Cell envelope-related transcriptional attenuator domain				TIGR00350	lytR_cpsA_psr: cell envelope-related function transcriptional attenuator common domain			
NODE_202_length_7261_cov_123.785_4892_7261_-	PF02626;PF03746	Carboxyltransferase domain, subdomain A and B;LamB/YcsF family			IPR005501;IPR003778	LamB/YcsF/PxpA-like;Carboxyltransferase domain, subdomain A and B		ko00480	3.5.2.9			MF_00691	5-oxoprolinase subunit A [pxpA].	
NODE_2031_length_245_cov_0.85119_1_245_+	PF04464	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase			IPR007554	CDP-glycerol glycerophosphotransferase	GO:0016020;GO:0047355							
NODE_2033_length_245_cov_1.01786_1_245_+	PF05559	Protein of unknown function (DUF763)			IPR008482	Protein of unknown function DUF763								
NODE_2039_length_243_cov_1.95181_1_243_+	PF02653	Branched-chain amino acid transport system / permease component			IPR001851	ABC transporter, permease	GO:0016020;GO:0022857;GO:0055085							
NODE_203_length_7250_cov_83.0675_1_1615_+	PF00589;PF02899	Phage integrase family;Phage integrase, N-terminal SAM-like domain			IPR002104;IPR004107	Integrase, catalytic domain;Integrase, SAM-like, N-terminal	GO:0003677;GO:0006310;GO:0015074							
NODE_203_length_7250_cov_83.0675_3269_3562_+	PF13240	zinc-ribbon domain			IPR026870	Zinc-ribbon domain								
NODE_203_length_7250_cov_83.0675_3574_3831_+	PF03703	Bacterial PH domain			IPR005182	Domain of unknown function DUF304								
NODE_203_length_7250_cov_83.0675_6604_7016_-	PF00589	Phage integrase family			IPR002104	Integrase, catalytic domain	GO:0003677;GO:0006310;GO:0015074							
NODE_2044_length_242_cov_1.15758_1_242_+	PF01544	CorA-like Mg2+ transporter protein			IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	GO:0055085;GO:0046873;GO:0016020;GO:0030001							
NODE_2046_length_242_cov_0.884848_1_242_+	PF04295	D-galactarate dehydratase / Altronate hydrolase, C terminus			IPR007392	D-galactarate/Altronate dehydratase, C-terminal	GO:0016829							
NODE_2047_length_242_cov_82.5636_1_242_-	PF05050	Methyltransferase FkbM domain			IPR006342	Methyltransferase FkbM				TIGR01444	fkbM_fam: methyltransferase, FkbM family			
NODE_2048_length_241_cov_0.890244_1_241_-	PF00874	PRD domain			IPR011608	PRD domain	GO:0006355							
NODE_204_length_7249_cov_238.047_1739_2236_-	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component			IPR007387	TRAP transporter, small membrane protein DctQ								
NODE_204_length_7249_cov_238.047_1_394_+	PF01427	D-ala-D-ala dipeptidase			IPR000755	D-alanyl-D-alanine dipeptidase	GO:0006508;GO:0008237;GO:0016805							
NODE_204_length_7249_cov_238.047_2304_4967_-	PF01989;PF03480;PF04412	Aconitase X swivel domain;Bacterial extracellular solute-binding protein, family 7;Protein of unknown function (DUF521)			IPR002840;IPR004682;IPR018389;IPR007506	Aconitase X swivel domain, putative;TRAP transporter solute receptor, DctP family;TRAP transporter solute receptor DctP/TeaA;Aconitase X catalytic domain, putative	GO:0055085;GO:0030288			TIGR00787	dctP: TRAP transporter solute receptor, DctP family			
NODE_204_length_7249_cov_238.047_471_1738_-	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component			IPR010656;IPR004681	TRAP C4-dicarboxylate transport system permease DctM subunit;TRAP transporter large membrane protein DctM	GO:0016021			TIGR00786	dctM: TRAP transporter, DctM subunit			
NODE_204_length_7249_cov_238.047_5037_7017_-	PF00392;PF07729;PF09861	Bacterial regulatory proteins, gntR family;FCD domain;Lactate racemase N-terminal domain			IPR000524;IPR011711;IPR018657	Transcription regulator HTH, GntR;GntR, C-terminal;LarA-like, N-terminal	GO:0003700;GO:0006355;GO:0050043	ko00620	5.1.2.1					
NODE_2052_length_240_cov_1.46012_1_240_-	PF02593	Domain of unknown function			IPR003745	Protein of unknown function DUF166								
NODE_2053_length_240_cov_1.17178_1_240_+	PF00583	Acetyltransferase (GNAT) family			IPR000182;IPR006464	GNAT domain;N-acetyltransferase RimI/Ard1	GO:0008080;GO:0006474;GO:0016407			TIGR01575	rimI: ribosomal-protein-alanine acetyltransferase			
NODE_2054_length_240_cov_1.47853_1_240_-	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family			IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase								
NODE_205_length_7248_cov_6.40482_1_221_-	PF02607	B12 binding domain			IPR003759	Cobalamin (vitamin B12)-binding module, cap domain								
NODE_205_length_7248_cov_6.40482_2206_3441_-	PF01208	Uroporphyrinogen decarboxylase (URO-D)			IPR000257	Uroporphyrinogen decarboxylase (URO-D)	GO:0004853;GO:0006779	ko00860	4.1.1.37					
NODE_205_length_7248_cov_6.40482_317_1714_-	PF13347	MFS/sugar transport protein												
NODE_205_length_7248_cov_6.40482_3573_4823_-	PF01208	Uroporphyrinogen decarboxylase (URO-D)			IPR000257	Uroporphyrinogen decarboxylase (URO-D)	GO:0004853;GO:0006779	ko00860	4.1.1.37					
NODE_205_length_7248_cov_6.40482_4899_6179_-	PF01208	Uroporphyrinogen decarboxylase (URO-D)			IPR000257	Uroporphyrinogen decarboxylase (URO-D)	GO:0004853;GO:0006779	ko00860	4.1.1.37					
NODE_205_length_7248_cov_6.40482_6208_6894_-	PF07796	Protein of unknown function (DUF1638)			IPR012437	Domain of unknown function DUF1638								
NODE_205_length_7248_cov_6.40482_6955_7248_-	PF14574	C-terminal domain of RACo the ASKHA domain			IPR027980	RACo, C-terminal								
NODE_2061_length_239_cov_0.87037_1_239_+	PF00562	RNA polymerase Rpb2, domain 6			IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	GO:0003677;GO:0003899;GO:0006351							
NODE_2062_length_239_cov_4.30247_1_239_-	PF04060	Putative Fe-S cluster			IPR007202	4Fe-4S domain	GO:0051536							
NODE_2066_length_238_cov_48.528_128_238_-	PF07833	Copper amine oxidase N-terminal domain			IPR012854	Copper amine oxidase-like, N-terminal								
NODE_2067_length_237_cov_2.11875_1_237_-	PF07883	Cupin domain			IPR013096	Cupin 2, conserved barrel								
NODE_2069_length_237_cov_0.89375_1_237_-	PF13353	4Fe-4S single cluster domain												
NODE_206_length_7229_cov_1.76021_1_602_-	PF13646	HEAT repeats												
NODE_206_length_7229_cov_1.76021_752_7229_+	PF07724;PF13353	AAA domain (Cdc48 subfamily);4Fe-4S single cluster domain			IPR003959	ATPase, AAA-type, core	GO:0005524							
NODE_2070_length_237_cov_1.75_1_237_+	PF04321	RmlD substrate binding domain			IPR029903	RmlD-like substrate binding domain								
NODE_2071_length_237_cov_1.80625_1_237_+	PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)			IPR001986	Enolpyruvate transferase domain	GO:0016765							
NODE_2072_length_237_cov_0.8375_21_237_+	PF06267	Family of unknown function (DUF1028)			IPR010430	Protein of unknown function DUF1028								
NODE_2073_length_237_cov_1.41875_1_237_+	PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)			IPR001986	Enolpyruvate transferase domain	GO:0016765							
NODE_2075_length_235_cov_0.93038_1_235_-	PF02371	Transposase IS116/IS110/IS902 family			IPR003346	Transposase, IS116/IS110/IS902	GO:0003677;GO:0004803;GO:0006313							
NODE_2076_length_235_cov_2.76582_1_235_+	PF01345	Domain of unknown function DUF11			IPR001434	Domain of unknown function DUF11				TIGR01451	B_ant_repeat: conserved repeat domain			
NODE_2077_length_235_cov_1.81646_1_235_+	PF13534	4Fe-4S dicluster domain												
NODE_2079_length_235_cov_0.93038_1_235_-	PF00872	Transposase, Mutator family			IPR001207	Transposase, mutator type	GO:0003677;GO:0004803;GO:0006313							
NODE_207_length_7225_cov_28.8454_1_689_-	PF03816	Cell envelope-related transcriptional attenuator domain			IPR004474	Cell envelope-related transcriptional attenuator domain				TIGR00350	lytR_cpsA_psr: cell envelope-related function transcriptional attenuator common domain			
NODE_207_length_7225_cov_28.8454_2568_3689_+	PF00534;PF13439	Glycosyl transferases group 1;Glycosyltransferase Family 4			IPR001296;IPR028098	Glycosyl transferase, family 1;Glycosyltransferase subfamily 4-like, N-terminal domain								GT4
NODE_207_length_7225_cov_28.8454_3693_5888_+	PF00534;PF06662	Glycosyl transferases group 1;D-glucuronyl C5-epimerase C-terminus			IPR001296;IPR010598	Glycosyl transferase, family 1;D-glucuronyl C5-epimerase, C-terminal		ko00534	5.1.3.17					GT4
NODE_207_length_7225_cov_28.8454_6001_6801_-	PF03816	Cell envelope-related transcriptional attenuator domain			IPR004474	Cell envelope-related transcriptional attenuator domain				TIGR00350	lytR_cpsA_psr: cell envelope-related function transcriptional attenuator common domain			
